Id;OwnerId;IsDeleted;Name;CurrencyIsoCode;CreatedDate;CreatedById;LastModifiedDate;LastModifiedById;SystemModstamp;Construction__c;Product__c;Gestao_de_Consumos__c;Interconnection_Site__c;Interconnection_Voltage_Level__c;Installation_Type__c;Mobi_E_Connection__c;Technical_Observations__c;Number_of_Charging_Stations__c;Number_of_Equipment_Installed_PIEE__c;Designacao_Local_Interligacao__c;Nivel_Tensao__c;TRE_OPC__c;Asset__c;EV_Charge_Connection__c;Source__c;Responsibility_for_TRE__c;Construction_Name__c;Generate_Template__c;Technical_Control_Template__c;MOBI_E_DPC_Connection__c;Quote__c;Electric_Mobility_Type__c;POD_Production__c;ct_id;salesforce_id;origem;numero_postos_carregamento
a2p7S000000pDilQAE;0053X00000CS3iMQAT;False;CT-0069766;EUR;2023-10-04T15:42:54.000+0000;0053X00000CS3iMQAT;2024-08-14T09:01:37.000+0000;005b0000000c1ccAAA;2026-06-23T16:52:58.000+0000;;01t3X00000IpIbqQAF;False;;;B;False;;1.0;0.0;Carregador para ligação ao EV.Charge;MT;;02i7S000006uu1cQAA;False;GA;;;False;;False;;;;a2p7S000000pDilQAE;02i7S000006uu1cQAA;GA;1.0
a2p7S0000019YoEQAU;0057S000000YQiIQAW;False;CT-0061178;EUR;2023-08-01T14:10:06.000+0000;0057S000000YQiIQAW;2025-09-30T19:06:33.000+0000;005b0000005zonLAAQ;2026-06-23T16:52:58.000+0000;a2K7S0000008o38UAA;01t3X00000HOZfAQAX;False;;;C;True;;1.0;0.0;;BT;;02i7S000006uueGQAQ;False;GO;EDP C;GO_CHAPEIRA MIRANDA LDA_01618904;False;;False;;;;a2p7S0000019YoEQAU;02i7S000006uueGQAQ;GO;1.0
a2p7S000000pDn7QAE;0053X00000CS3iMQAT;False;CT-0069947;EUR;2023-10-09T09:08:20.000+0000;0053X00000CS3iMQAT;2024-08-14T09:01:37.000+0000;005b0000000c1ccAAA;2026-06-23T16:52:58.000+0000;;01t3X00000IpIctQAF;False;;;B;False;;1.0;0.0;QVE dedicado ao carregador;MT;;02i7S000006uzngQAA;False;GA;N/A;;False;;False;;;;a2p7S000000pDn7QAE;02i7S000006uzngQAA;GA;1.0
a2p7S000000pDnCQAU;0053X00000CS3iMQAT;False;CT-0069948;EUR;2023-10-09T09:08:26.000+0000;0053X00000CS3iMQAT;2024-08-14T09:01:37.000+0000;005b0000000c1ccAAA;2026-06-23T16:52:58.000+0000;;01t3X00000IpIctQAF;False;;;B;False;;1.0;0.0;QVE dedicado ao carregador;MT;;02i7S000006uznqQAA;False;GA;N/A;;False;;False;;;;a2p7S000000pDnCQAU;02i7S000006uznqQAA;GA;1.0
a2p7S000000pDnHQAU;0053X00000CS3iMQAT;False;CT-0069949;EUR;2023-10-09T09:08:32.000+0000;0053X00000CS3iMQAT;2024-08-14T09:01:37.000+0000;005b0000000c1ccAAA;2026-06-23T16:52:58.000+0000;;01t3X00000IpIctQAF;False;;;B;False;;1.0;0.0;QVE dedicado ao carregador;MT;;02i7S000006uznvQAA;False;GA;N/A;;False;;False;;;;a2p7S000000pDnHQAU;02i7S000006uznvQAA;GA;1.0
a2p7S000000pDnMQAU;0053X00000CS3iMQAT;False;CT-0069950;EUR;2023-10-09T09:08:39.000+0000;0053X00000CS3iMQAT;2024-08-14T09:01:37.000+0000;005b0000000c1ccAAA;2026-06-23T16:52:58.000+0000;;01t3X00000IpIctQAF;False;;;B;False;;1.0;0.0;QVE dedicado ao carregador;MT;;02i7S000006uzo0QAA;False;GA;N/A;;False;;False;;;;a2p7S000000pDnMQAU;02i7S000006uzo0QAA;GA;1.0
a2p7S000000pDnRQAU;0053X00000CS3iMQAT;False;CT-0069951;EUR;2023-10-09T09:08:44.000+0000;0053X00000CS3iMQAT;2024-08-14T09:01:37.000+0000;005b0000000c1ccAAA;2026-06-23T16:52:58.000+0000;;01t3X00000IpIctQAF;False;;;B;False;;1.0;0.0;QVE dedicado ao carregador;MT;;02i7S000006uzo5QAA;False;GA;N/A;;False;;False;;;;a2p7S000000pDnRQAU;02i7S000006uzo5QAA;GA;1.0
a2p7S000000pDnWQAU;0053X00000CS3iMQAT;False;CT-0069952;EUR;2023-10-09T09:08:50.000+0000;0053X00000CS3iMQAT;2024-08-14T09:01:37.000+0000;005b0000000c1ccAAA;2026-06-23T16:52:58.000+0000;;01t3X00000IpIctQAF;False;;;B;False;;1.0;0.0;QVE dedicado ao carregador;MT;;02i7S000006uzoAQAQ;False;GA;N/A;;False;;False;;;;a2p7S000000pDnWQAU;02i7S000006uzoAQAQ;GA;1.0
a2p7S0000019XBaQAM;0057S000000YQiIQAW;False;CT-0057139;EUR;2023-06-20T14:24:01.000+0000;0057S000000YQiIQAW;2025-09-30T19:06:33.000+0000;005b0000005zonLAAQ;2026-06-23T16:52:58.000+0000;a2K7S0000008mDuUAI;01t3X00000HOZfAQAX;False;;;C;True;;1.0;0.0;;BT;0037S00000FMLaKQAX;02i7S000007OpGBQA0;False;GO;EDP C;GO_INSPECENTRO SA_01394818;False;;False;;;;a2p7S0000019XBaQAM;02i7S000007OpGBQA0;GO;1.0
a2p7S0000019WegQAE;0057S000000YQiIQAW;False;CT-0055889;EUR;2023-06-02T11:18:00.000+0000;0057S000000YQiIQAW;2025-09-30T19:06:33.000+0000;005b0000005zonLAAQ;2026-06-23T16:52:58.000+0000;a2K7S0000008ljsUAA;01t3X00000HOZfAQAX;False;;;C;True;;1.0;0.0;;BT;0037S00000FMLaKQAX;02i7S000007Or0QQAS;False;GO;EDP C;GO_Princotel - Actividades Hoteleiras, Lda_01518491;False;;False;;;;a2p7S0000019WegQAE;02i7S000007Or0QQAS;GO;1.0
a2p7S000000Cay6QAC;0053X00000CfJhRQAV;False;CT-0017174;EUR;2021-12-14T15:41:52.000+0000;0053X00000CfJhRQAV;2025-09-30T19:06:27.000+0000;005b0000005zonLAAQ;2026-06-23T16:53:07.000+0000;a2K7S000000TNSBUA4;01t3X00000HOZfAQAX;False;;;C;True;;1.0;0.0;Q Entrada onde está ligado QVE dedicado ao PCVE;BT;0037S00000FL6ifQAD;02i7S000007OvPgQAK;False;GO;EDP C;GO_IberKing Restauracao SA_BK - Ermesinde_00788771;False;;False;;;;a2p7S000000Cay6QAC;02i7S000007OvPgQAK;GO;1.0
a2p7S000000CbbXQAS;0050X000009MXucQAG;False;CT-0018351;EUR;2022-01-03T09:28:26.000+0000;0050X000009MXucQAG;2025-09-30T19:06:27.000+0000;005b0000005zonLAAQ;2026-06-23T16:53:07.000+0000;a2K7S000000TNs4UAG;01t3X00000HOZfAQAX;False;;;B;True;;1.0;0.0;QGBT;MT;003Qv00000JlUxPIAV;02i7S000007OvPlQAK;False;GO;EDP C;GO_PESOTI - GESTÃO DE RESTAURANTES, LDA_McD_Ponta Delgada_00756647;False;;False;;;;a2p7S000000CbbXQAS;02i7S000007OvPlQAK;GO;1.0
a2p7S000000pAIVQA2;0057S000000YQiIQAW;False;CT-0061901;EUR;2023-08-09T08:20:10.000+0000;0057S000000YQiIQAW;2025-09-30T19:06:29.000+0000;005b0000005zonLAAQ;2026-06-23T16:52:58.000+0000;a2K7S000000gRJ1UAM;01t3X00000HOZfAQAX;False;;;C;True;;1.0;0.0;QPV ligado a QVE dedicado ao carregador;BT;0037S00000FL6ifQAD;02i7S000007OvPqQAK;False;GO;EDP C;GO_CENTRO HIPICO DO PORTO_01576200;False;;False;;;;a2p7S000000pAIVQA2;02i7S000007OvPqQAK;GO;1.0
a2p7S000000pB58QAE;0057S000000YQiIQAW;False;CT-0064431;EUR;2023-08-29T16:30:40.000+0000;0057S000000YQiIQAW;2025-09-30T19:06:31.000+0000;005b0000005zonLAAQ;2026-06-23T16:52:58.000+0000;a2K7S000000gSQDUA2;01t3X00000HOZfAQAX;False;;;B;True;;1.0;0.0;QGBT;MT;0037S00000FL6ifQAD;02i7S000007OvQ0QAK;False;GO;EDP C;GO_Santa Casa da Misericordia Galizes_01615004;False;;False;;;;a2p7S000000pB58QAE;02i7S000007OvQ0QAK;GO;1.0
a2p7S0000019YalQAE;0057S000000YQiIQAW;False;CT-0060600;EUR;2023-07-25T11:30:42.000+0000;0057S000000YQiIQAW;2025-09-30T19:06:33.000+0000;005b0000005zonLAAQ;2026-06-23T16:52:58.000+0000;a2K7S0000008njcUAA;01t3X00000HOZfAQAX;False;;;B;True;;1.0;0.0;;;0037S00000FL6ifQAD;02i7S000007OvQ5QAK;False;GO;;GO_Mathias, SA_01260709;False;;False;;;;a2p7S0000019YalQAE;02i7S000007OvQ5QAK;GO;1.0
a2p7S0000019Wt7QAE;0057S000000YQiIQAW;False;CT-0056462;EUR;2023-06-07T08:23:13.000+0000;0057S000000YQiIQAW;2025-09-30T19:06:33.000+0000;005b0000005zonLAAQ;2026-06-23T16:52:58.000+0000;a2K7S0000008lu7UAA;01t3X00000HOZfAQAX;False;;;C;True;;1.0;0.0;;BT;0037S00000FL6ifQAD;02i7S000007OwNGQA0;False;GO;EDP C;GO_CIMA - Centro Inspecção Mec. Automóveis, S.A._01394846;False;;False;;;;a2p7S0000019Wt7QAE;02i7S000007OwNGQA0;GO;1.0
a2p7S000000CauOQAS;0053X00000CfJhRQAV;False;CT-0017117;EUR;2021-12-14T10:31:55.000+0000;0053X00000CfJhRQAV;2025-09-30T19:06:27.000+0000;005b0000005zonLAAQ;2026-06-23T16:53:07.000+0000;a2K7S000000TNOOUA4;01t3X00000HOZfAQAX;False;;;C;True;;1.0;0.0;Portinhola de ligação à E-Redes;BT;003Qv00000JN8oPIAT;02i7S000007OwNLQA0;False;GO;EDP C;GO_IberKing Restauracao SA_BK - Braga Media Market_00789547;False;;False;;;;a2p7S000000CauOQAS;02i7S000007OwNLQA0;GO;1.0
a2p7S000000wqGGQAY;0057S000001FKz9QAG;False;CT-0044987;EUR;2022-12-05T16:02:12.000+0000;0057S000001FKz9QAG;2025-09-30T19:06:31.000+0000;005b0000005zonLAAQ;2026-06-23T16:52:58.000+0000;a2K7S000000kO9CUAU;01t3X00000HOZfAQAX;False;;;B;True;;1.0;0.0;QGBT de PT Cliente.;MT;0037S00000FL6ifQAD;02i7S000007OwNQQA0;False;GO;EDP C;GO_EDP Gestão Produção Energia, SA_01426381;False;;False;;;;a2p7S000000wqGGQAY;02i7S000007OwNQQA0;GO;1.0
a2p7S0000019Y1RQAU;0057S000001neFLQAY;False;CT-0059294;EUR;2023-07-13T18:22:42.000+0000;0057S000001neFLQAY;2025-09-30T19:06:33.000+0000;005b0000005zonLAAQ;2026-06-23T16:52:58.000+0000;a2K7S0000008n9ZUAQ;01t3X00000HOZfAQAX;False;;;;True;;1.0;0.0;;;0037S00000BdUVgQAN;02i7S000007OxbmQAC;False;GO;;GO_Hotel Praia Dos Salgados - Invest. E Explorações Turísticas, S.A._01531176;False;;False;;;;a2p7S0000019Y1RQAU;02i7S000007OxbmQAC;GO;1.0
a2p7S000000wrA4QAI;0057S000001EnsKQAS;False;CT-0047321;EUR;2023-01-05T15:55:12.000+0000;0057S000001EnsKQAS;2025-09-30T19:06:31.000+0000;005b0000005zonLAAQ;2026-06-23T16:52:58.000+0000;a2K7S000000kPBNUA2;01t3X00000HOZfAQAX;False;;;C;True;;1.0;0.0;Q Entrada;BT;0037S00000FL6ifQAD;02i7S000008KtFEQA0;False;GO;EDP C;GO_BK PORTUGAL, S.A._01458140;False;;False;;;;a2p7S000000wrA4QAI;02i7S000008KtFEQA0;GO;1.0
a2p7S000000wr3NQAQ;0057S000001FFIeQAO;False;CT-0047101;EUR;2023-01-04T21:04:38.000+0000;0057S000001FFIeQAO;2025-09-30T19:06:31.000+0000;005b0000005zonLAAQ;2026-06-23T16:52:58.000+0000;a2K7S000000kP3OUAU;01t3X00000HOZfAQAX;False;;;B;True;;1.0;0.0;QVE dedicado ao carregador;MT;0037S00000FL6ifQAD;02i7S000008KuKeQAK;False;GO;EDP C;GO_VILA GALÉ INTERNACIONAL - INVESTIMENTOS TURÍSTICOS S.A._01451909;False;;False;;;;a2p7S000000wr3NQAQ;02i7S000008KuKeQAK;GO;1.0
a2p7S000000wr3mQAA;0057S000001FFIeQAO;False;CT-0047106;EUR;2023-01-04T22:06:00.000+0000;0057S000001FFIeQAO;2025-09-30T19:06:31.000+0000;005b0000005zonLAAQ;2026-06-23T16:52:58.000+0000;a2K7S000000kP3nUAE;01t3X00000HOZfAQAX;False;;;B;True;;1.0;0.0;QVE dedicado ao carregador.;MT;0037S00000FL6ifQAD;02i7S000008KuKjQAK;False;GO;EDP C;GO_VILA GALÉ SOC DE EMPREENDIMENTOS TURISTICOS SA_01452128;False;;False;;;;a2p7S000000wr3mQAA;02i7S000008KuKjQAK;GO;1.0
a2p7S000000Th7GQAS;0053X00000CS3iMQAT;False;CT-0078612;EUR;2023-12-11T15:00:29.000+0000;0053X00000CS3iMQAT;2024-08-14T09:12:15.000+0000;005b0000000c1ccAAA;2026-06-23T16:52:58.000+0000;;01t3X00000IpIbqQAF;False;;;B;False;;1.0;0.0;;MT;;02i7S000008KuL3QAK;False;GA;Client;;False;;False;;;;a2p7S000000Th7GQAS;02i7S000008KuL3QAK;GA;1.0
a2p7S000000Th7LQAS;0053X00000CS3iMQAT;False;CT-0078613;EUR;2023-12-11T15:00:42.000+0000;0053X00000CS3iMQAT;2024-08-14T09:12:15.000+0000;005b0000000c1ccAAA;2026-06-23T16:52:58.000+0000;;01t3X00000IpIbqQAF;False;;;B;False;;1.0;0.0;;MT;;02i7S000008KuLJQA0;False;GA;Client;;False;;False;;;;a2p7S000000Th7LQAS;02i7S000008KuLJQA0;GA;1.0
a2p7S000000Th7QQAS;0053X00000CS3iMQAT;False;CT-0078614;EUR;2023-12-11T15:00:53.000+0000;0053X00000CS3iMQAT;2024-08-14T09:12:15.000+0000;005b0000000c1ccAAA;2026-06-23T16:52:58.000+0000;;01t3X00000IpIbqQAF;False;;;B;False;;1.0;0.0;;MT;;02i7S000008KuLTQA0;False;GA;Client;;False;;False;;;;a2p7S000000Th7QQAS;02i7S000008KuLTQA0;GA;1.0
a2p7S000000Th7VQAS;0053X00000CS3iMQAT;False;CT-0078615;EUR;2023-12-11T15:01:02.000+0000;0053X00000CS3iMQAT;2024-08-14T09:12:15.000+0000;005b0000000c1ccAAA;2026-06-23T16:52:58.000+0000;;01t3X00000IpIbqQAF;False;;;B;False;;1.0;0.0;;MT;;02i7S000008KuLmQAK;False;GA;Client;;False;;False;;;;a2p7S000000Th7VQAS;02i7S000008KuLmQAK;GA;1.0
a2p7S000000Th7fQAC;0053X00000CS3iMQAT;False;CT-0078617;EUR;2023-12-11T15:17:16.000+0000;0053X00000CS3iMQAT;2024-08-14T09:12:15.000+0000;005b0000000c1ccAAA;2026-06-23T16:52:58.000+0000;;01t3X00000IpIbqQAF;False;;;B;False;;1.0;0.0;QGBT;MT;;02i7S000008KuQ3QAK;True;GA;;;False;;False;;;;a2p7S000000Th7fQAC;02i7S000008KuQ3QAK;GA;1.0
a2p7S000000Th7kQAC;0053X00000CS3iMQAT;False;CT-0078618;EUR;2023-12-11T15:17:25.000+0000;0053X00000CS3iMQAT;2024-08-14T09:12:15.000+0000;005b0000000c1ccAAA;2026-06-23T16:52:58.000+0000;;01t3X00000IpIbqQAF;False;;;B;False;;1.0;0.0;QGBT;MT;;02i7S000008KuQ8QAK;True;GA;;;False;;False;;;;a2p7S000000Th7kQAC;02i7S000008KuQ8QAK;GA;1.0
a2p7S000000Th7pQAC;0053X00000CS3iMQAT;False;CT-0078619;EUR;2023-12-11T15:17:38.000+0000;0053X00000CS3iMQAT;2024-08-14T09:12:15.000+0000;005b0000000c1ccAAA;2026-06-23T16:52:58.000+0000;;01t3X00000IpIbqQAF;False;;;B;False;;1.0;0.0;QGBT;MT;;02i7S000008KuQNQA0;True;GA;;;False;;False;;;;a2p7S000000Th7pQAC;02i7S000008KuQNQA0;GA;1.0
a2p7S000000Th7uQAC;0053X00000CS3iMQAT;False;CT-0078620;EUR;2023-12-11T15:17:48.000+0000;0053X00000CS3iMQAT;2024-08-14T09:12:15.000+0000;005b0000000c1ccAAA;2026-06-23T16:52:58.000+0000;;01t3X00000IpIbqQAF;False;;;B;False;;1.0;0.0;QGBT;MT;;02i7S000008KuQhQAK;True;GA;;;False;;False;;;;a2p7S000000Th7uQAC;02i7S000008KuQhQAK;GA;1.0
a2p7S000000Th7zQAC;0053X00000CS3iMQAT;False;CT-0078621;EUR;2023-12-11T15:17:58.000+0000;0053X00000CS3iMQAT;2024-08-14T09:12:15.000+0000;005b0000000c1ccAAA;2026-06-23T16:52:58.000+0000;;01t3X00000IpIbqQAF;False;;;B;False;;1.0;0.0;QGBT;MT;;02i7S000008KuQmQAK;True;GA;;;False;;False;;;;a2p7S000000Th7zQAC;02i7S000008KuQmQAK;GA;1.0
a2p7S000000wr3hQAA;0057S000001FFIeQAO;False;CT-0047105;EUR;2023-01-04T21:51:32.000+0000;0057S000001FFIeQAO;2025-09-30T19:06:31.000+0000;005b0000005zonLAAQ;2026-06-23T16:52:58.000+0000;a2K7S000000kP3iUAE;01t3X00000HOZfAQAX;False;;;B;True;;1.0;0.0;;MT;0037S00000BdUVRQA3;02i7S000008KuQwQAK;False;GO;EDP C;GO_VILA GALÉ SOC DE EMPREENDIMENTOS TURISTICOS SA_01452097;False;;False;;;;a2p7S000000wr3hQAA;02i7S000008KuQwQAK;GO;1.0
a2p7S000000wr4QQAQ;0057S000001FFIeQAO;False;CT-0047114;EUR;2023-01-04T23:45:09.000+0000;0057S000001FFIeQAO;2025-09-30T19:06:31.000+0000;005b0000005zonLAAQ;2026-06-23T16:52:58.000+0000;a2K7S000000kP4RUAU;01t3X00000HOZfAQAX;False;;;B;True;;1.0;0.0;;MT;0037S00000FMLaKQAX;02i7S000008KuRBQA0;False;GO;EDP C;GO_VILA GALÉ INTERNACIONAL - INVESTIMENTOS TURÍSTICOS S.A._01452316;False;;False;;;;a2p7S000000wr4QQAQ;02i7S000008KuRBQA0;GO;1.0
a2p7S000000Th8EQAS;0053X00000CS3iMQAT;False;CT-0078624;EUR;2023-12-11T16:07:31.000+0000;0053X00000CS3iMQAT;2024-08-14T09:12:15.000+0000;005b0000000c1ccAAA;2026-06-23T16:52:58.000+0000;;01t3X00000HOZfAQAX;False;;;C;True;;1.0;0.0;Portinhola;BT;0037S00000FMLaKQAX;02i7S000008KuX9QAK;False;GA;EDP C;;False;;False;;;;a2p7S000000Th8EQAS;02i7S000008KuX9QAK;GA;1.0
a2p7S000000Th8JQAS;0053X00000CS3iMQAT;False;CT-0078625;EUR;2023-12-11T16:07:41.000+0000;0053X00000CS3iMQAT;2024-08-14T09:12:15.000+0000;005b0000000c1ccAAA;2026-06-23T16:52:58.000+0000;;01t3X00000HOZfAQAX;False;;;C;True;;1.0;0.0;Portinhola;BT;0037S00000FMLaKQAX;02i7S000008KuXEQA0;False;GA;EDP C;;False;;False;;;;a2p7S000000Th8JQAS;02i7S000008KuXEQA0;GA;1.0
a2p7S000000Th8OQAS;0053X00000CS3iMQAT;False;CT-0078626;EUR;2023-12-11T16:09:59.000+0000;0053X00000CS3iMQAT;2024-08-14T09:12:15.000+0000;005b0000000c1ccAAA;2026-06-23T16:52:58.000+0000;;01t3X00000HOZfAQAX;False;;;C;True;;1.0;0.0;Portinhola;BT;0037S00000FMLaKQAX;02i7S000008KuXTQA0;False;GA;EDP C;;False;;False;;;;a2p7S000000Th8OQAS;02i7S000008KuXTQA0;GA;1.0
a2p7S000000Th8TQAS;0053X00000CS3iMQAT;False;CT-0078627;EUR;2023-12-11T16:10:10.000+0000;0053X00000CS3iMQAT;2024-08-14T09:12:15.000+0000;005b0000000c1ccAAA;2026-06-23T16:52:58.000+0000;;01t3X00000HOZfAQAX;False;;;C;True;;1.0;0.0;Portinhola;BT;0037S00000FMLaKQAX;02i7S000008KuXYQA0;False;GA;EDP C;;False;;False;;;;a2p7S000000Th8TQAS;02i7S000008KuXYQA0;GA;1.0
a2p7S000000wqEPQAY;0053X00000CfJhRQAV;False;CT-0044964;EUR;2022-12-02T09:20:42.000+0000;0053X00000CfJhRQAV;2025-09-30T19:06:31.000+0000;005b0000005zonLAAQ;2026-06-23T16:52:58.000+0000;a2K7S000000kO8JUAU;01t3X00000HOZfAQAX;False;;;C;True;;1.0;0.0;P100;BT;0037S00000BdUVRQA3;02i7S000008KuXnQAK;False;GO;EDP C;GO_MOBI E SA_01431358;False;;False;;;;a2p7S000000wqEPQAY;02i7S000008KuXnQAK;GO;1.0
a2p7S000000khqzQAA;0053X00000CfJhRQAV;False;CT-0042432;EUR;2022-10-25T13:09:46.000+0000;0053X00000CfJhRQAV;2025-09-30T19:06:29.000+0000;005b0000005zonLAAQ;2026-06-23T16:52:58.000+0000;a2K7S000000p4tFUAQ;01t3X00000HOZfAQAX;False;;;C;True;;1.0;0.0;Portinhola;BT;0037S00000FL6ifQAD;02i7S000008KuXsQAK;False;GO;EDP C;GO_MUNICIPIO AMARANTE_01389043;False;;False;;;;a2p7S000000khqzQAA;02i7S000008KuXsQAK;GO;1.0
a2p7S000000Th8YQAS;0053X00000CS3iMQAT;False;CT-0078628;EUR;2023-12-11T16:15:55.000+0000;0053X00000CS3iMQAT;2024-08-14T09:12:15.000+0000;005b0000000c1ccAAA;2026-06-23T16:52:58.000+0000;;01t3X00000HOZfAQAX;False;;;C;True;;1.0;0.0;P400;BT;0037S00000FL6ifQAD;02i7S000008KuYHQA0;False;GA;EDP C;;False;;False;;;;a2p7S000000Th8YQAS;02i7S000008KuYHQA0;GA;1.0
a2p7S000000Th8dQAC;0053X00000CS3iMQAT;False;CT-0078629;EUR;2023-12-11T16:16:07.000+0000;0053X00000CS3iMQAT;2024-08-14T09:12:15.000+0000;005b0000000c1ccAAA;2026-06-23T16:52:58.000+0000;;01t3X00000HOZfAQAX;False;;;C;True;;1.0;0.0;P400;BT;0037S00000FL6ifQAD;02i7S000008KuYMQA0;False;GA;EDP C;;False;;False;;;;a2p7S000000Th8dQAC;02i7S000008KuYMQA0;GA;1.0
a2p7S0000019V77QAE;0053X00000CfJhRQAV;False;CT-0052339;EUR;2023-04-17T15:59:34.000+0000;0053X00000CfJhRQAV;2025-09-30T19:06:33.000+0000;005b0000005zonLAAQ;2026-06-23T16:52:58.000+0000;a2K7S0000008jNAUAY;01t3X00000HOZfAQAX;False;;;C;True;;1.0;0.0;P100;BT;0033X000039nnJyQAI;02i7S000008L0haQAC;False;GO;EDP C;GO_Município Vila Conde_01519091;False;;False;;;;a2p7S0000019V77QAE;02i7S000008L0haQAC;GO;1.0
a2p7S0000019V3tQAE;0053X00000CfJhRQAV;False;CT-0052183;EUR;2023-04-17T07:44:29.000+0000;0053X00000CfJhRQAV;2025-09-30T19:06:33.000+0000;005b0000005zonLAAQ;2026-06-23T16:52:58.000+0000;a2K7S0000008jJcUAI;01t3X00000HOZfAQAX;False;;;C;True;;1.0;0.0;P100;BT;0033X000039nnJyQAI;02i7S000008L0htQAC;False;GO;EDP C;GO_Município Vila Conde_01530553;False;;False;;;;a2p7S0000019V3tQAE;02i7S000008L0htQAC;GO;1.0
a2p7S0000019V7DQAU;0053X00000CfJhRQAV;False;CT-0052343;EUR;2023-04-17T16:22:22.000+0000;0053X00000CfJhRQAV;2025-09-30T19:06:33.000+0000;005b0000005zonLAAQ;2026-06-23T16:52:58.000+0000;a2K7S0000008jNGUAY;01t3X00000HOZfAQAX;False;;;C;True;;1.0;0.0;P100;BT;003Qv00000JN8oPIAT;02i7S000008L0hyQAC;False;GO;EDP C;GO_Município Vila Conde_01519584;False;;False;;;;a2p7S0000019V7DQAU;02i7S000008L0hyQAC;GO;1.0
a2p7S0000019YjEQAU;0057S000000YQiIQAW;False;CT-0060993;EUR;2023-07-28T09:43:17.000+0000;0057S000000YQiIQAW;2025-09-30T19:06:33.000+0000;005b0000005zonLAAQ;2026-06-23T16:52:58.000+0000;a2K7S0000008nyNUAQ;01t3X00000HOZfAQAX;False;;;C;True;;1.0;0.0;;BT;0037S00000BdUVgQAN;02i7S000008L0i3QAC;False;GO;EDP C;GO_CIAP - CENTRO DE INSPECÇÃO AUTOMÓVEL DE PORTUGAL, S.A._01394863;False;;False;;;;a2p7S0000019YjEQAU;02i7S000008L0i3QAC;GO;1.0
a2p7S000000wrgAQAQ;0057S000001neFLQAY;False;CT-0048508;EUR;2023-02-03T16:37:04.000+0000;0057S000001neFLQAY;2025-09-30T19:06:33.000+0000;005b0000005zonLAAQ;2026-06-23T16:52:58.000+0000;a2K7S000000kUl1UAE;01t3X00000HOZfAQAX;False;;;B;True;;1.0;0.0;;BT;0037S00000FL6ifQAD;02i7S000008L0i8QAC;False;GO;Partner;GO_AGRICULORUM - INVESTIMENTO E GESTAO IMOBILIARIA, S.A._01389556;False;a2p7S000000sbUQQAY;False;;;;a2p7S000000wrgAQAQ;02i7S000008L0i8QAC;GO;1.0
a2p7S000000pCXIQA2;0057S000001EnsKQAS;False;CT-0067180;EUR;2023-09-13T15:03:54.000+0000;0057S000001EnsKQAS;2025-09-30T19:06:31.000+0000;005b0000005zonLAAQ;2026-06-23T16:52:58.000+0000;a2K7S000000gTMbUAM;01t3X00000HOZfAQAX;False;;;B;True;;1.0;0.0;QGBT;MT;0037S00000FL6ifQAD;02i7S000008L0iDQAS;False;GO;EDP C;GO_Sistemas McDonalds Portugal Lda_01675832;False;;False;;;;a2p7S000000pCXIQA2;02i7S000008L0iDQAS;GO;1.0
a2p7S000000ThGrQAK;0053X00000CS3iMQAT;False;CT-0078932;EUR;2023-12-13T08:41:45.000+0000;0053X00000CS3iMQAT;2024-08-14T09:12:17.000+0000;005b0000000c1ccAAA;2026-06-23T16:52:58.000+0000;;01t3X00000IpIctQAF;False;;;C;False;;1.0;0.0;;BT;;02i7S000008L0iIQAS;False;GA;;;False;;False;;;;a2p7S000000ThGrQAK;02i7S000008L0iIQAS;GA;1.0
a2p7S000000ThGwQAK;0053X00000CS3iMQAT;False;CT-0078933;EUR;2023-12-13T08:41:51.000+0000;0053X00000CS3iMQAT;2024-08-14T09:12:17.000+0000;005b0000000c1ccAAA;2026-06-23T16:52:58.000+0000;;01t3X00000IpIctQAF;False;;;C;False;;1.0;0.0;;BT;;02i7S000008L0iNQAS;False;GA;;;False;;False;;;;a2p7S000000ThGwQAK;02i7S000008L0iNQAS;GA;1.0
a2p7S0000019XCEQA2;0053X00000CfJhRQAV;False;CT-0057148;EUR;2023-06-21T10:25:44.000+0000;0053X00000CfJhRQAV;2025-09-30T19:06:33.000+0000;005b0000005zonLAAQ;2026-06-23T16:52:58.000+0000;a2K7S0000008mEYUAY;01t3X00000HOZfAQAX;False;;;C;True;;1.0;0.0;;BT;0037S00000FL6ifQAD;02i7S000008Lai9QAC;False;GO;Partner;GO_IberKing Restauracao SA_01619698;False;;False;;;;a2p7S0000019XCEQA2;02i7S000008Lai9QAC;GO;1.0
a2p7S000000wqo8QAA;0057S000001FFIeQAO;False;CT-0046533;EUR;2022-12-23T10:36:54.000+0000;0057S000001FFIeQAO;2025-09-30T19:06:31.000+0000;005b0000005zonLAAQ;2026-06-23T16:52:58.000+0000;a2K7S000000kOhdUAE;01t3X00000HOZfAQAX;False;;;C;True;;1.0;0.0;Portinhola E-Redes;BT;0037S00000FL6ifQAD;02i7S000008MKbrQAG;False;GO;EDP C;GO_MUNICIPIO MIRANDA DOURO_01409689;False;;False;;;;a2p7S000000wqo8QAA;02i7S000008MKbrQAG;GO;1.0
